N,P,K,temperature,humidity,ph,rainfall,soil,crop_label
111,6,53,26.49,88.59,6.31,46.06,loamy clay ,pepper
34,60,23,20.13,24.97,5.66,100.05,clay,beans
98,26,52,27.34,90.7,6.15,28.69,sandy loam,tomatoes
85,52,45,26.31,82.37,7.22,265.54,clay,rice
52,71,16,27.74,68.54,7.08,71.79,sandy loam,cassava
7,16,9,18.88,92.04,7.81,114.67,loamy,orange
76,39,24,24.25,55.65,7.0,64.24,sandy loam,maize
77,38,36,21.87,80.19,5.95,224.56,clay,rice
40,64,16,16.43,24.24,5.93,140.37,clay,beans
49,71,76,19.71,17.64,6.61,85.58,loamy,soybean
84,57,25,22.54,67.99,6.49,64.41,sandy loam,maize
89,22,52,24.9,86.11,6.22,53.15,loamy clay ,pepper
76,57,18,18.98,74.53,6.09,94.26,sandy loam,maize
85,58,41,21.77,80.32,7.04,226.66,clay,rice
14,37,15,27.96,83.98,6.58,48.94,loamy,yam
14,67,22,23.83,24.75,5.62,84.64,clay,beans
35,41,18,28.71,81.59,6.71,59.87,loamy,yam
12,6,8,30.85,92.87,6.39,107.41,loamy,orange
25,71,24,28.5,60.45,7.19,74.92,sandy loam,cassava
52,60,79,19.45,18.23,8.38,75.63,loamy,soybean
33,60,15,28.95,81.67,6.51,56.51,loamy,yam
114,30,51,29.25,90.07,6.07,25.93,sandy loam,tomatoes
72,60,25,18.53,69.03,5.77,88.1,sandy loam,maize
33,80,22,28.57,65.72,6.59,70.09,sandy loam,cassava
31,75,18,15.47,21.44,5.82,88.89,clay,beans
13,23,6,23.96,90.26,7.37,102.7,loamy,orange
75,54,36,26.29,84.57,7.02,257.49,clay,rice
99,39,18,19.2,68.31,6.11,87.85,sandy loam,maize
4,6,7,23.01,91.12,6.71,112.67,loamy,orange
30,44,16,29.73,82.89,6.44,50.92,loamy,yam
40,18,43,19.39,86.79,5.77,109.91,sandy loam,guinea_corn
12,29,40,19.68,89.75,6.59,111.28,sandy loam,guinea_corn
9,8,40,22.49,89.92,6.55,111.66,sandy loam,guinea_corn
29,22,40,23.63,89.73,6.15,107.68,sandy loam,guinea_corn
27,56,20,19.26,20.51,5.54,94.95,clay,beans
17,64,17,21.02,24.94,5.66,124.61,clay,beans
97,25,50,26.22,80.9,6.09,49.09,loamy clay ,pepper
41,74,18,28.76,61.03,6.6,73.38,sandy loam,cassava
20,27,41,20.51,92.52,5.7,110.58,sandy loam,guinea_corn
92,7,48,26.28,86.63,6.96,54.39,loamy clay ,pepper
12,8,10,16.15,91.44,8.0,107.43,loamy,orange
71,46,40,20.28,82.12,7.24,191.95,clay,rice
87,6,45,29.83,90.79,6.4,22.84,sandy loam,tomatoes
0,55,22,22.99,20.58,5.92,143.86,clay,beans
43,66,79,19.46,15.23,7.98,74.59,loamy,soybean
36,43,22,27.83,87.17,6.39,58.37,loamy,yam
110,28,46,24.29,88.05,6.5,51.26,loamy clay ,pepper
93,56,42,23.86,82.23,7.38,195.09,clay,rice
60,61,78,20.71,19.84,6.32,94.04,loamy,soybean
99,29,55,29.19,91.46,6.66,26.48,sandy loam,tomatoes
19,39,17,29.28,81.8,6.89,44.47,loamy,yam
15,11,38,23.13,92.68,6.63,109.39,sandy loam,guinea_corn
11,18,42,21.58,94.88,5.94,102.86,sandy loam,guinea_corn
61,44,17,26.1,71.57,6.93,102.27,sandy loam,maize
114,30,51,29.25,90.07,6.07,25.93,sandy loam,tomatoes
40,9,41,24.38,85.4,5.78,106.13,sandy loam,guinea_corn
18,27,41,22.37,92.31,7.18,104.82,sandy loam,guinea_corn
83,23,55,26.9,83.89,6.46,43.97,loamy clay ,pepper
53,65,76,20.19,16.42,6.72,77.34,loamy,soybean
3,26,39,24.38,91.19,7.08,103.6,sandy loam,guinea_corn
39,37,15,29.0,83.79,6.82,59.84,loamy,yam
76,39,24,24.25,55.65,7.0,64.24,sandy loam,maize
66,44,20,19.08,69.02,6.74,80.73,sandy loam,maize
36,68,20,17.06,23.77,5.86,81.83,clay,beans
37,24,13,19.14,90.71,7.85,108.02,loamy,orange
69,55,38,22.71,82.64,5.7,271.32,clay,rice
20,27,41,20.51,92.52,5.7,110.58,sandy loam,guinea_corn
111,15,54,27.71,92.91,6.19,22.06,sandy loam,tomatoes
11,72,20,19.52,24.93,5.95,113.33,clay,beans
29,68,23,24.16,19.28,5.83,116.73,clay,beans
111,6,53,26.49,88.59,6.31,46.06,loamy clay ,pepper
5,24,40,24.69,93.87,6.3,104.67,sandy loam,guinea_corn
11,14,5,11.5,94.89,6.95,115.57,loamy,orange
80,26,55,24.53,88.99,6.14,49.12,loamy clay ,pepper
23,72,84,19.02,17.13,6.92,79.93,loamy,soybean
25,70,16,19.63,18.91,5.76,106.36,clay,beans
90,49,21,24.84,68.36,6.47,74.05,sandy loam,maize
51,72,75,18.89,14.99,7.1,80.11,loamy,soybean
63,35,16,22.03,65.36,6.27,83.73,sandy loam,maize
57,57,75,17.09,18.25,7.79,87.27,loamy,soybean
111,6,53,26.49,88.59,6.31,46.06,loamy clay ,pepper
26,80,83,17.08,16.15,7.53,71.31,loamy,soybean
22,79,17,21.42,20.4,5.91,116.52,clay,beans
34,59,18,23.38,21.99,5.74,87.67,clay,beans
21,72,17,31.52,66.56,7.58,61.71,sandy loam,cassava
7,16,9,18.88,92.04,7.81,114.67,loamy,orange
95,55,42,26.8,82.15,5.95,193.35,clay,rice
7,79,23,19.64,19.69,5.82,96.66,clay,beans
40,27,45,21.66,94.79,5.89,112.43,sandy loam,guinea_corn
21,51,15,29.36,89.19,6.68,48.3,loamy,yam
98,26,52,27.34,90.7,6.15,28.69,sandy loam,tomatoes
88,46,42,22.68,83.46,6.6,194.27,clay,rice
101,11,51,25.51,84.24,6.79,44.21,loamy clay ,pepper
99,6,45,26.13,86.55,6.0,40.71,loamy clay ,pepper
20,79,77,18.55,16.03,7.65,76.33,loamy,soybean
116,5,54,25.38,80.99,6.65,57.23,loamy clay ,pepper
96,46,22,20.58,69.0,6.5,66.29,sandy loam,maize
20,72,19,32.48,64.35,7.4,65.82,sandy loam,cassava
97,22,50,26.26,86.15,6.77,58.98,loamy clay ,pepper
33,80,22,28.57,65.72,6.59,70.09,sandy loam,cassava
32,18,13,13.84,91.75,6.04,107.99,loamy,orange
88,35,40,23.58,83.59,5.85,291.3,clay,rice
113,28,48,28.88,92.49,6.17,24.44,sandy loam,tomatoes
76,49,42,24.96,84.48,5.21,196.96,clay,rice
22,60,85,18.84,14.74,6.81,94.78,loamy,soybean
0,12,7,20.18,90.65,6.97,116.81,loamy,orange
81,6,55,24.89,85.87,6.11,51.71,loamy clay ,pepper
90,15,52,27.05,91.38,6.45,23.66,sandy loam,tomatoes
9,77,17,20.12,24.45,5.78,106.16,clay,beans
53,73,77,19.71,18.1,7.33,73.64,loamy,soybean
95,7,45,27.3,90.8,6.03,25.09,sandy loam,tomatoes
71,52,18,25.11,55.98,5.79,78.16,sandy loam,maize
92,44,16,18.88,65.77,6.08,94.76,sandy loam,maize
52,70,16,33.67,66.6,7.53,67.33,sandy loam,cassava
81,16,45,26.9,86.25,6.73,59.76,loamy clay ,pepper
31,5,14,17.67,91.7,6.58,110.69,loamy,orange
37,6,13,26.03,91.51,7.51,101.28,loamy,orange
12,6,8,30.85,92.87,6.39,107.41,loamy,orange
66,53,19,23.09,60.12,6.03,65.5,sandy loam,maize
40,22,6,24.54,91.91,6.49,115.98,loamy,orange
35,69,23,16.79,24.97,5.58,75.45,clay,beans
110,7,45,26.64,84.7,6.19,48.32,loamy clay ,pepper
44,74,85,20.19,19.64,7.15,78.26,loamy,soybean
40,78,20,19.19,20.83,5.67,80.15,clay,beans
37,64,22,17.48,18.83,5.95,121.94,clay,beans
34,47,19,27.31,85.45,6.57,53.15,loamy,yam
5,59,15,18.87,20.18,5.97,134.18,clay,beans
13,60,25,17.14,20.61,5.69,128.26,clay,beans
83,57,19,25.73,70.75,6.88,98.74,sandy loam,maize
29,76,15,28.54,64.2,7.03,69.69,sandy loam,cassava
22,37,20,27.63,86.49,6.61,39.26,loamy,yam
81,25,49,29.87,93.25,6.08,26.26,sandy loam,tomatoes
43,66,79,19.46,15.23,7.98,74.59,loamy,soybean
119,19,55,25.19,83.45,6.82,46.87,loamy clay ,pepper
81,49,20,18.04,60.61,5.51,104.23,sandy loam,maize
99,41,36,24.46,82.75,6.74,182.56,clay,rice
20,8,12,25.3,94.96,7.26,117.97,loamy,orange
35,52,19,27.11,89.9,6.7,37.46,loamy,yam
101,17,47,29.49,94.73,6.19,26.31,sandy loam,tomatoes
41,62,15,29.38,64.15,7.36,65.24,sandy loam,cassava
11,72,20,19.52,24.93,5.95,113.33,clay,beans
7,79,23,19.64,19.69,5.82,96.66,clay,beans
104,23,47,26.98,86.7,6.77,42.91,loamy clay ,pepper
89,60,19,25.19,66.69,5.91,78.07,sandy loam,maize
9,77,17,20.12,24.45,5.78,106.16,clay,beans
4,24,43,22.4,88.15,7.2,109.87,sandy loam,guinea_corn
66,53,19,23.09,60.12,6.03,65.5,sandy loam,maize
61,44,17,26.1,71.57,6.93,102.27,sandy loam,maize
72,60,25,18.53,69.03,5.77,88.1,sandy loam,maize
78,58,15,25.01,67.82,6.53,62.91,sandy loam,maize
23,5,44,21.21,94.26,7.16,107.57,sandy loam,guinea_corn
83,25,53,26.49,80.05,6.06,57.73,loamy clay ,pepper
28,80,17,19.62,18.67,5.81,144.16,clay,beans
14,59,15,21.35,22.91,5.78,146.45,clay,beans
22,26,38,22.92,85.13,6.99,110.24,sandy loam,guinea_corn
101,17,47,29.49,94.73,6.19,26.31,sandy loam,tomatoes
115,17,55,27.58,94.12,6.78,28.08,sandy loam,tomatoes
85,25,47,26.11,87.64,6.3,58.48,loamy clay ,pepper
9,8,15,14.34,94.36,7.99,110.22,loamy,orange
31,53,16,28.74,85.82,6.45,48.55,loamy,yam
120,8,46,29.56,90.71,6.73,28.37,sandy loam,tomatoes
91,36,45,24.44,82.45,5.95,267.98,clay,rice
8,25,36,19.91,94.95,6.83,104.03,sandy loam,guinea_corn
119,19,55,25.19,83.45,6.82,46.87,loamy clay ,pepper
36,24,41,24.94,94.26,7.01,103.88,sandy loam,guinea_corn
71,52,18,25.11,55.98,5.79,78.16,sandy loam,maize
5,15,38,18.26,88.17,5.71,108.08,sandy loam,guinea_corn
23,57,19,32.84,68.0,7.25,73.4,sandy loam,cassava
15,6,41,19.01,88.84,6.9,108.68,sandy loam,guinea_corn
37,18,39,24.15,94.51,6.42,110.23,sandy loam,guinea_corn
12,78,23,16.07,18.72,6.0,88.07,clay,beans
86,55,21,21.54,59.64,6.8,109.75,sandy loam,maize
52,68,78,17.49,16.96,6.9,86.05,loamy,soybean
40,73,20,21.59,20.32,5.81,61.14,clay,beans
15,6,41,19.01,88.84,6.9,108.68,sandy loam,guinea_corn
32,14,37,22.73,88.49,6.83,104.68,sandy loam,guinea_corn
13,47,20,29.22,87.94,6.54,43.14,loamy,yam
10,59,22,28.61,86.99,7.16,36.95,loamy,yam
49,69,82,18.32,15.36,6.26,81.79,loamy,soybean
110,21,54,26.74,87.82,6.75,47.46,loamy clay ,pepper
36,7,37,19.87,86.36,5.78,108.32,sandy loam,guinea_corn
4,59,25,27.69,81.94,6.23,54.62,loamy,yam
87,25,46,27.43,90.03,6.38,21.75,sandy loam,tomatoes
108,23,51,26.84,83.85,6.11,40.23,loamy clay ,pepper
21,6,41,24.88,89.4,7.09,107.2,sandy loam,guinea_corn
7,16,9,18.88,92.04,7.81,114.67,loamy,orange
4,67,25,23.79,24.36,5.95,119.64,clay,beans
29,36,25,28.29,88.44,7.13,48.57,loamy,yam
33,12,8,25.26,90.31,6.82,117.37,loamy,orange
89,60,17,25.38,57.21,5.98,101.7,sandy loam,maize
95,12,46,26.22,81.01,6.32,54.65,loamy clay ,pepper
119,9,50,26.75,83.92,6.25,40.79,loamy clay ,pepper
23,30,44,20.94,85.43,6.12,103.03,sandy loam,guinea_corn
1,27,36,23.99,93.34,5.68,104.99,sandy loam,guinea_corn
85,38,41,21.59,82.79,6.25,276.66,clay,rice
108,22,46,26.18,86.73,6.12,53.33,loamy clay ,pepper
34,35,21,28.45,82.68,6.68,58.19,loamy,yam
87,6,45,29.83,90.79,6.4,22.84,sandy loam,tomatoes
95,12,46,26.22,81.01,6.32,54.65,loamy clay ,pepper
20,45,22,29.59,89.99,6.9,54.96,loamy,yam
29,45,16,28.44,87.91,6.58,43.12,loamy,yam
93,56,42,23.86,82.23,7.38,195.09,clay,rice
9,8,40,22.49,89.92,6.55,111.66,sandy loam,guinea_corn
34,60,23,20.13,24.97,5.66,100.05,clay,beans
29,11,5,23.13,91.95,7.64,104.42,loamy,orange
6,48,24,28.64,84.61,6.79,48.48,loamy,yam
24,21,42,20.82,87.23,7.0,109.44,sandy loam,guinea_corn
63,42,21,23.26,72.33,5.8,67.1,sandy loam,maize
99,6,45,26.13,86.55,6.0,40.71,loamy clay ,pepper
6,18,37,19.66,89.94,5.94,108.05,sandy loam,guinea_corn
114,27,48,27.82,93.04,6.53,26.32,sandy loam,tomatoes
60,55,45,21.41,83.33,5.94,287.58,clay,rice
62,52,16,22.28,58.84,6.97,63.87,sandy loam,maize
112,25,51,25.05,85.57,6.93,56.72,loamy clay ,pepper
111,6,53,26.49,88.59,6.31,46.06,loamy clay ,pepper
20,8,12,25.3,94.96,7.26,117.97,loamy,orange
99,29,55,29.19,91.46,6.66,26.48,sandy loam,tomatoes
53,65,76,20.19,16.42,6.72,77.34,loamy,soybean
38,36,21,28.03,84.88,6.56,36.12,loamy,yam
89,54,38,24.52,83.54,6.69,230.45,clay,rice
81,53,42,23.68,81.04,5.18,233.7,clay,rice
14,19,14,17.68,94.36,6.7,108.06,loamy,orange
95,21,47,27.93,93.56,6.43,20.66,sandy loam,tomatoes
31,25,12,18.05,90.04,7.02,111.78,loamy,orange
59,70,84,17.33,18.75,7.55,82.62,loamy,soybean
81,45,35,26.53,80.12,6.16,218.92,clay,rice
64,35,23,23.02,61.89,5.68,63.04,sandy loam,maize
51,72,75,18.89,14.99,7.1,80.11,loamy,soybean
0,65,15,23.46,23.22,5.65,95.84,clay,beans
69,37,42,23.06,83.37,7.07,251.05,clay,rice
97,8,52,24.91,86.97,6.24,49.49,loamy clay ,pepper
89,45,36,21.33,80.47,6.44,185.5,clay,rice
103,16,49,24.07,81.64,6.92,51.75,loamy clay ,pepper
95,13,46,29.84,93.76,6.13,23.28,sandy loam,tomatoes
33,59,22,22.64,21.59,5.95,122.39,clay,beans
107,22,54,28.0,90.85,6.63,21.62,sandy loam,tomatoes
61,60,15,24.88,68.74,6.27,91.26,sandy loam,maize
107,22,54,28.0,90.85,6.63,21.62,sandy loam,tomatoes
117,27,48,26.53,82.39,6.84,54.31,loamy clay ,pepper
67,47,44,26.73,81.79,7.87,280.4,clay,rice
35,52,19,27.11,89.9,6.7,37.46,loamy,yam
0,23,15,22.57,93.37,7.6,109.86,loamy,orange
40,18,43,19.39,86.79,5.77,109.91,sandy loam,guinea_corn
72,60,25,18.53,69.03,5.77,88.1,sandy loam,maize
19,39,17,29.28,81.8,6.89,44.47,loamy,yam
87,21,52,27.35,94.29,6.07,27.21,sandy loam,tomatoes
29,16,36,19.81,88.93,5.74,102.86,sandy loam,guinea_corn
87,6,45,29.83,90.79,6.4,22.84,sandy loam,tomatoes
114,21,55,25.44,87.94,6.47,57.52,loamy clay ,pepper
35,69,23,16.79,24.97,5.58,75.45,clay,beans
73,58,21,19.97,57.68,6.6,60.65,sandy loam,maize
23,39,22,29.26,81.98,6.86,42.02,loamy,yam
89,45,36,21.33,80.47,6.44,185.5,clay,rice
60,55,45,21.41,83.33,5.94,287.58,clay,rice
60,49,44,20.78,84.5,6.24,240.08,clay,rice
47,80,77,17.18,16.43,7.56,72.85,loamy,soybean
79,42,37,24.87,82.84,6.59,295.61,clay,rice
21,6,41,24.88,89.4,7.09,107.2,sandy loam,guinea_corn
76,48,18,19.3,69.63,5.78,83.21,sandy loam,maize
81,53,42,23.68,81.04,5.18,233.7,clay,rice
86,55,21,21.54,59.64,6.8,109.75,sandy loam,maize
44,63,15,26.42,64.51,7.34,63.47,sandy loam,cassava
106,21,52,28.9,94.79,6.29,23.04,sandy loam,tomatoes
20,79,77,18.55,16.03,7.65,76.33,loamy,soybean
3,9,45,23.89,89.62,6.54,104.62,sandy loam,guinea_corn
8,45,18,27.93,85.42,7.01,43.25,loamy,yam
102,28,54,25.16,80.28,6.86,55.5,loamy clay ,pepper
6,9,12,31.08,90.14,7.03,109.69,loamy,orange
18,12,8,12.59,91.82,6.21,119.39,loamy,orange
96,46,22,20.58,69.0,6.5,66.29,sandy loam,maize
51,72,75,18.89,14.99,7.1,80.11,loamy,soybean
36,11,13,17.34,93.05,7.19,112.72,loamy,orange
84,7,51,26.82,87.66,6.4,55.74,loamy clay ,pepper
57,73,85,18.49,14.72,7.36,91.95,loamy,soybean
95,39,36,23.86,83.15,5.56,285.25,clay,rice
15,9,11,11.55,94.15,7.91,108.83,loamy,orange
16,75,21,18.51,23.62,5.68,87.05,clay,beans
106,10,49,27.73,92.01,6.35,20.21,sandy loam,tomatoes
58,79,17,27.25,66.1,7.04,62.32,sandy loam,cassava
2,61,20,22.14,23.02,5.96,76.64,clay,beans
34,66,17,18.81,21.28,5.89,125.08,clay,beans
79,42,37,24.87,82.84,6.59,295.61,clay,rice
31,5,14,17.67,91.7,6.58,110.69,loamy,orange
5,21,38,22.43,90.34,6.11,112.46,sandy loam,guinea_corn
5,24,40,24.69,93.87,6.3,104.67,sandy loam,guinea_corn
71,35,24,22.27,59.52,5.83,67.97,sandy loam,maize
93,20,50,29.93,93.23,6.45,24.35,sandy loam,tomatoes
97,36,45,22.23,81.86,6.94,278.08,clay,rice
100,6,53,29.05,93.92,6.11,23.67,sandy loam,tomatoes
74,35,40,26.49,80.16,6.98,242.86,clay,rice
68,40,19,26.14,66.21,6.66,107.24,sandy loam,maize
20,41,20,29.27,89.49,7.07,50.92,loamy,yam
24,18,6,26.57,94.45,6.29,116.38,loamy,orange
14,57,15,29.88,83.15,6.62,40.12,loamy,yam
28,58,81,17.48,16.54,6.18,93.35,loamy,soybean
13,30,37,20.86,91.62,6.28,106.87,sandy loam,guinea_corn
32,25,9,10.36,93.76,7.8,101.15,loamy,orange
81,45,35,26.53,80.12,6.16,218.92,clay,rice
99,29,55,29.19,91.46,6.66,26.48,sandy loam,tomatoes
107,22,54,28.0,90.85,6.63,21.62,sandy loam,tomatoes
60,36,43,23.43,83.06,5.29,219.9,clay,rice
4,44,19,27.96,83.53,6.92,43.26,loamy,yam
32,57,22,28.69,87.5,6.77,44.57,loamy,yam
69,55,38,22.71,82.64,5.7,271.32,clay,rice
44,63,15,26.42,64.51,7.34,63.47,sandy loam,cassava
9,8,15,14.34,94.36,7.99,110.22,loamy,orange
57,60,84,19.1,17.26,6.59,75.49,loamy,soybean
37,79,19,27.54,69.35,7.14,69.41,sandy loam,cassava
101,13,54,25.43,82.91,6.83,56.34,loamy clay ,pepper
51,72,75,18.89,14.99,7.1,80.11,loamy,soybean
25,70,16,19.63,18.91,5.76,106.36,clay,beans
76,60,39,20.05,80.35,6.77,208.58,clay,rice
34,71,79,17.93,15.86,7.73,74.64,loamy,soybean
32,57,22,28.69,87.5,6.77,44.57,loamy,yam
23,57,19,32.84,68.0,7.25,73.4,sandy loam,cassava
9,48,20,29.66,84.28,6.38,56.1,loamy,yam
95,13,46,29.84,93.76,6.13,23.28,sandy loam,tomatoes
120,7,47,24.25,83.04,6.65,54.77,loamy clay ,pepper
95,13,46,29.84,93.76,6.13,23.28,sandy loam,tomatoes
34,60,25,29.78,85.17,6.79,40.78,loamy,yam
8,54,20,28.33,80.77,7.03,38.8,loamy,yam
95,23,45,27.82,90.57,6.27,21.19,sandy loam,tomatoes
108,23,51,26.84,83.85,6.11,40.23,loamy clay ,pepper
31,55,22,22.91,21.34,5.87,109.23,clay,beans
115,12,52,27.51,94.96,6.69,21.02,sandy loam,tomatoes
112,28,54,24.86,85.05,6.74,55.3,loamy clay ,pepper
36,55,20,27.01,84.34,6.64,55.3,loamy,yam
71,35,24,22.27,59.52,5.83,67.97,sandy loam,maize
34,71,79,17.93,15.86,7.73,74.64,loamy,soybean
99,5,47,24.13,84.84,6.65,51.19,loamy clay ,pepper
60,55,44,23.0,82.32,7.84,263.96,clay,rice
24,42,23,28.22,82.36,6.43,44.01,loamy,yam
20,8,12,25.3,94.96,7.26,117.97,loamy,orange
85,21,47,29.87,90.61,6.19,24.7,sandy loam,tomatoes
25,71,24,28.5,60.45,7.19,74.92,sandy loam,cassava
30,20,38,22.6,93.16,7.06,110.09,sandy loam,guinea_corn
99,39,18,19.2,68.31,6.11,87.85,sandy loam,maize
25,65,21,33.86,68.59,6.88,69.24,sandy loam,cassava
40,64,16,16.43,24.24,5.93,140.37,clay,beans
7,79,23,19.64,19.69,5.82,96.66,clay,beans
22,54,20,28.56,83.64,6.69,41.01,loamy,yam
18,12,8,12.59,91.82,6.21,119.39,loamy,orange
26,18,42,19.73,89.65,6.91,108.23,sandy loam,guinea_corn
96,46,22,20.58,69.0,6.5,66.29,sandy loam,maize
71,54,16,22.61,63.69,5.75,87.76,sandy loam,maize
21,44,18,27.07,86.9,7.13,50.47,loamy,yam
97,22,50,26.26,86.15,6.77,58.98,loamy clay ,pepper
10,56,16,28.17,81.05,6.83,36.36,loamy,yam
27,65,18,20.11,23.22,5.6,73.36,clay,beans
87,6,45,29.83,90.79,6.4,22.84,sandy loam,tomatoes
23,39,22,29.26,81.98,6.86,42.02,loamy,yam
27,64,21,32.84,68.68,7.54,73.67,sandy loam,cassava
36,38,15,28.36,87.6,6.32,58.0,loamy,yam
31,5,14,17.67,91.7,6.58,110.69,loamy,orange
42,74,83,19.26,14.28,7.55,65.78,loamy,soybean
93,58,38,20.62,83.77,6.93,279.55,clay,rice
114,30,51,29.25,90.07,6.07,25.93,sandy loam,tomatoes
36,43,21,28.36,84.86,7.14,52.93,loamy,yam
37,6,13,26.03,91.51,7.51,101.28,loamy,orange
91,36,45,24.44,82.45,5.95,267.98,clay,rice
22,54,20,28.56,83.64,6.69,41.01,loamy,yam
5,23,15,25.67,92.05,7.41,112.54,loamy,orange
109,12,48,29.46,92.13,6.71,20.76,sandy loam,tomatoes
120,24,47,26.99,89.41,6.26,58.55,loamy clay ,pepper
23,57,19,32.84,68.0,7.25,73.4,sandy loam,cassava
33,37,19,27.93,86.55,7.18,43.48,loamy,yam
27,13,6,13.36,91.36,7.34,111.23,loamy,orange
82,25,51,24.31,87.47,6.07,48.11,loamy clay ,pepper
7,60,25,28.28,82.76,6.4,56.05,loamy,yam
9,8,15,14.34,94.36,7.99,110.22,loamy,orange
32,25,9,10.36,93.76,7.8,101.15,loamy,orange
5,13,37,22.34,89.79,5.65,103.32,sandy loam,guinea_corn
98,53,38,20.27,81.64,5.01,270.44,clay,rice
49,69,82,18.32,15.36,6.26,81.79,loamy,soybean
92,7,48,26.28,86.63,6.96,54.39,loamy clay ,pepper
87,25,46,27.43,90.03,6.38,21.75,sandy loam,tomatoes
32,71,85,20.63,14.44,6.4,92.07,loamy,soybean
105,14,50,26.21,87.69,6.42,59.66,loamy clay ,pepper
12,6,8,30.85,92.87,6.39,107.41,loamy,orange
19,78,16,20.65,23.11,5.97,67.72,clay,beans
19,7,10,14.78,91.22,6.12,100.2,loamy,orange
19,17,39,24.72,85.56,6.73,111.28,sandy loam,guinea_corn
32,71,85,20.63,14.44,6.4,92.07,loamy,soybean
25,62,21,26.73,68.14,7.04,67.15,sandy loam,cassava
107,22,54,28.0,90.85,6.63,21.62,sandy loam,tomatoes
24,55,78,17.3,15.15,6.65,75.58,loamy,soybean
59,69,80,19.08,17.87,8.17,69.41,loamy,soybean
110,25,54,28.91,90.78,6.43,23.44,sandy loam,tomatoes
39,28,10,31.35,91.48,7.18,109.15,loamy,orange
13,22,5,19.67,90.5,7.76,100.17,loamy,orange
39,24,14,30.55,90.9,7.19,106.07,loamy,orange
6,77,25,20.61,24.36,5.79,69.64,clay,beans
11,10,45,22.63,88.46,6.4,109.04,sandy loam,guinea_corn
90,15,52,27.05,91.38,6.45,23.66,sandy loam,tomatoes
88,35,40,23.58,83.59,5.85,291.3,clay,rice
99,41,36,24.46,82.75,6.74,182.56,clay,rice
5,65,16,21.33,18.49,5.87,109.1,clay,beans
20,69,15,23.44,22.77,5.93,107.41,clay,beans
30,65,25,32.89,64.59,7.71,71.51,sandy loam,cassava
83,29,52,25.76,87.59,6.7,46.05,loamy clay ,pepper
84,57,25,22.54,67.99,6.49,64.41,sandy loam,maize
8,16,6,12.23,90.26,7.11,108.42,loamy,orange
30,44,16,29.73,82.89,6.44,50.92,loamy,yam
48,61,21,30.28,61.69,6.63,65.63,sandy loam,cassava
34,60,23,20.13,24.97,5.66,100.05,clay,beans
18,23,8,21.49,93.44,6.41,101.48,loamy,orange
117,27,48,26.53,82.39,6.84,54.31,loamy clay ,pepper
27,62,77,18.2,14.71,6.58,70.18,loamy,soybean
18,74,15,24.9,22.28,5.71,146.47,clay,beans
87,60,23,20.27,63.91,6.44,62.5,sandy loam,maize
61,59,17,23.34,59.25,6.47,105.01,sandy loam,maize
31,48,17,28.88,86.94,6.59,53.8,loamy,yam
25,68,77,20.09,15.11,7.7,85.75,loamy,soybean
14,19,14,17.68,94.36,6.7,108.06,loamy,orange
91,55,15,18.09,72.61,6.38,78.96,sandy loam,maize
95,39,36,23.86,83.15,5.56,285.25,clay,rice
3,77,25,24.85,22.89,5.61,62.21,clay,beans
28,6,40,22.11,91.34,6.77,106.87,sandy loam,guinea_corn
22,79,17,21.42,20.4,5.91,116.52,clay,beans
25,78,76,17.48,15.76,7.23,66.97,loamy,soybean
22,9,44,24.72,88.88,5.74,112.19,sandy loam,guinea_corn
22,56,17,29.88,87.33,6.89,44.75,loamy,yam
36,65,80,18.29,16.68,6.05,74.87,loamy,soybean
37,78,79,19.95,14.83,7.79,88.68,loamy,soybean
91,7,52,25.08,83.46,6.41,56.4,loamy clay ,pepper
66,54,21,25.19,60.2,5.92,72.12,sandy loam,maize
7,60,25,28.28,82.76,6.4,56.05,loamy,yam
82,43,38,23.29,81.43,5.11,242.32,clay,rice
9,48,22,27.77,87.1,6.4,49.51,loamy,yam
12,29,40,19.68,89.75,6.59,111.28,sandy loam,guinea_corn
14,67,22,23.83,24.75,5.62,84.64,clay,beans
112,25,51,25.05,85.57,6.93,56.72,loamy clay ,pepper
1,62,23,15.44,18.37,5.61,139.03,clay,beans
5,65,16,21.33,18.49,5.87,109.1,clay,beans
37,6,13,26.03,91.51,7.51,101.28,loamy,orange
31,37,21,27.24,86.4,6.71,37.31,loamy,yam
27,63,19,20.93,21.19,5.56,133.19,clay,beans
73,58,21,19.97,57.68,6.6,60.65,sandy loam,maize
24,18,6,26.57,94.45,6.29,116.38,loamy,orange
26,80,83,17.08,16.15,7.53,71.31,loamy,soybean
13,22,5,19.67,90.5,7.76,100.17,loamy,orange
31,8,7,34.51,93.64,7.16,103.57,loamy,orange
53,65,76,20.19,16.42,6.72,77.34,loamy,soybean
80,16,46,25.5,81.4,6.94,48.48,loamy clay ,pepper
19,17,39,24.72,85.56,6.73,111.28,sandy loam,guinea_corn
23,30,44,20.94,85.43,6.12,103.03,sandy loam,guinea_corn
26,18,42,19.73,89.65,6.91,108.23,sandy loam,guinea_corn
36,68,20,17.06,23.77,5.86,81.83,clay,beans
24,67,22,20.12,22.9,5.62,104.63,clay,beans
22,72,85,18.87,15.66,6.39,88.51,loamy,soybean
43,79,79,19.41,18.98,7.81,80.25,loamy,soybean
32,60,83,19.69,19.44,8.83,91.76,loamy,soybean
37,74,15,24.92,18.23,5.58,62.71,clay,beans
